,title,price,condition,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
3589,apple iphone xr 128gb black unlocked refurbished very good 4g smartphone,279.0,3.0,5015.0,99.7,2.0,13,128.0,2018
3590,apple iphone se 2nd generation 64gb verizon (white) mx9l2ll/a smartphone,199.0,5.0,150646.0,99.9,2.0,9,64.0,2016
3591,apple iphone 8 - 256gb - silver - gsm unlocked - smartphone,163.99,1.0,7053.0,99.9,2.0,11,256.0,2017
3592,apple iphone x 256gb at&t unlocked phone - silver (dents/scratches),209.99,1.0,154477.0,98.0,0.0,12,256.0,2017
3593,apple iphone 8 - 64gb - space gray straight talk a1863 (cdma + gsm) - open box,199.0,5.0,60972.0,100.0,2.0,11,64.0,2017
3595,apple iphone x a1901 64gb - space grey- (unlocked) very good condition,349.99,1.0,4026.0,100.0,2.0,12,64.0,2017
3597,apple iphone xr a1984 sprint 64gb red clean imei financed please read!!,200.0,0.0,2252.0,99.6,0.0,13,64.0,2018
3598,apple iphone 7/8 plus case clear tpu flexible transparent ultra thin protective,19.97,6.0,1543.0,96.9,3.0,10,78.54110612855007,2016
3599,apple iphone xs case premium resistant holster kickstand protective black cover ,9.99,6.0,531.0,98.4,3.0,14,177.84242424242424,2018
3600,iphone 8/64gb /at&t,139.0,1.0,6462.0,100.0,2.0,11,92.72343149807938,2017
3601,apple iphone xr coral 64gb t-mobile,235.0,1.0,139.0,100.0,2.0,13,64.0,2018
3602,apple iphone 6 - 16gb silver - factory unlocked,125.0,1.0,49.0,100.0,0.0,7,16.0,2014
3603,apple iphone 6s - 32gb - space gray (t-mobile) a1633 (cdma + gsm) mint condition,109.95,1.0,655.0,100.0,0.0,8,32.0,2015
3604,apple iphone 8 unlocked (works great) - 64gb - gold a1863 (cdma + gsm),145.0,1.0,70.0,100.0,0.0,11,64.0,2017
3605,apple iphone 11 - 64gb - black *financed* scuffed screen see pics (a23000473),335.37,1.0,207.0,99.1,0.0,15,64.0,2019
3606,apple iphone xs a1920 64gb gray! free fast delivery! factory unlocked!,285.67,1.0,9402.0,99.8,2.0,14,64.0,2018
3607,apple iphone 13 pro 128gb a2483 gold (u.s. cellular) smartphone financed,819.95,0.0,2414.0,98.3,2.0,17,128.0,2021
3609,"iphone xs/x wallet case full body shockproof cover heavy duty protective 6.5""",12.49,6.0,75.0,100.0,0.0,14,177.84242424242424,2018
3610,apple a1428 iphone 5 black,19.19,0.0,22302.0,99.9,0.0,4,22.93975903614458,2012
3611,apple iphone 6 16gb gray | verizon | grade c+ | read,40.0,1.0,5679.0,99.4,2.0,7,16.0,2014
3612,sealed & new apple iphone 6s 64gb factory unlocked gold smartphone gsm/cdma,222.88,6.0,168.0,97.1,2.0,8,64.0,2015
3613,apple iphone 12 mini - 128gb - purple (unlocked). nib. graduation idea!,650.0,6.0,933.0,100.0,0.0,16,128.0,2020
3614,apple iphone 5s (a1533) 16gb - space gray (at&t) smartphone clean imei - j1580,31.99,1.0,35681.0,98.6,2.0,6,16.0,2013
3615,apple iphone 6 | gray | 16gb | t-mobile | grade f | read,44.0,1.0,5679.0,99.4,2.0,7,16.0,2014
3616,apple mkt32ll/a iphone 6s 128gb a1688 space gray verizon,89.99,1.0,3292.0,99.6,2.0,8,128.0,2015
3617,apple iphone 8 - 64gb - space gray (verizon) – unlocked – fast free ship ,159.0,1.0,187.0,100.0,0.0,11,64.0,2017
3618,apple iphone 7 plus 128gb factory unlocked at&t t-mobile verizon fair condition,169.95,1.0,82193.0,98.4,3.0,10,128.0,2016
3619,"cover for iphone 13 pro max , tpu front + back 360 case ",5.99,6.0,4275.0,97.4,2.0,17,177.7258064516129,2021
3620,apple iphone 8 64gb a1905 at&t or cricket only phone very good used space gray,148.95,1.0,103304.0,99.3,2.0,11,64.0,2017
3621,new & sealed apple iphone 6s factory unlocked 64gb gray smartphone,220.69,6.0,86.0,95.9,2.0,8,64.0,2015
3622,apple iphone 11 64gb (verizon + sprint + gsm unlocked) - yellow (grade c),295.98,1.0,154477.0,98.0,2.0,15,64.0,2019
3623,apple iphone 6 - 16gb - space gray (at&t) a1549 (gsm),40.0,0.0,1903.0,100.0,0.0,7,16.0,2014
3624,"iphone 13 pro max 6.7"" 5g case hard plastic bumper phone cover white",25.52,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
3625,apple iphone 12 pro max - 128gb - gold (cricket wireless) - 5135,825.0,1.0,2212.0,100.0,2.0,16,128.0,2020
3627,apple iphone 8 - 128gb - all colors - unlocked - very good condition ,195.49,3.0,3099298.0,98.8,2.0,11,128.0,2017
3628,iphone se 2nd gen - unlocked - 64gb - black - very good,205.0,3.0,8382.0,99.5,3.0,9,64.0,2016
3629,apple iphone xr 256gb no face id factory unlocked good condition,224.95,1.0,82193.0,98.4,3.0,13,256.0,2018
3630,apple iphone 6 - 32gb (a1549) space gray (cricket) smartphone - damaged frame,44.95,0.0,2414.0,98.3,2.0,7,32.0,2014
3631,apple iphone 6 a1549 32gb all colors straight talk smartphone - excellent,64.95,1.0,2414.0,98.3,2.0,7,32.0,2014
3632,financed at&t apple iphone 13 pro max 128gb sierra blue a2484 mleg3ll/a + wrnty,899.99,0.0,2840.0,100.0,2.0,17,128.0,2021
3635,apple iphone 8 - 64gb space gray a1863 (cdma + gsm) unlocked ,249.99,5.0,36084.0,98.5,3.0,11,64.0,2017
3636,iphone 6 16gb at&t *as is (cracked),39.99,0.0,2029.0,98.6,0.0,7,16.0,2014
3637,apple iphone 6 a5149 at&t 16gb gold 384,25.0,0.0,846.0,96.5,0.0,7,16.0,2014
3638,apple iphone 11 - 64gb - factory unlocked - 4g lte smartphone - red fair,381.0,1.0,5146.0,99.3,2.0,15,64.0,2019
3639,apple iphone 8 - 64gb - space gray (verizon) a1863 (cdma + gsm),149.99,1.0,10144.0,100.0,2.0,11,64.0,2017
3640,lot of 5 apple iphone 6s plus a1687 64gb space gray unlocked cdma + gsm,425.0,1.0,7150.0,99.2,1.0,8,64.0,2015
3641,apple iphone 6 64gb a1549 at&t smartphone silver read description,19.9,0.0,9012.0,99.8,2.0,7,64.0,2014
3642,apple iphone 13 pro max - 128gb a2484 gold (u.s. cellular) smartphone - financed,889.95,0.0,2414.0,98.3,2.0,17,128.0,2021
3643,apple iphone xr 64gb blue a1984 / mt2k2ll - tracfone wireless - clean esn,209.99,1.0,5965.0,98.4,2.0,13,64.0,2018
3644,apple iphone 11 pro pc kickstand case premium heavy duty rugged black protective,15.49,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
3645,apple iphone xs max case transparent hd clarity anti-scratch protective 3d cover,9.99,6.0,918.0,95.5,3.0,14,177.84242424242424,2018
3646,"iphone xs/x wallet case full body shockproof cover heavy duty protective 6.5""",12.49,6.0,75.0,100.0,0.0,14,177.84242424242424,2018
3647,apple iphone 11 pro pc kickstand case premium heavy duty rugged black protective,15.49,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
3648,apple iphone xs max case transparent hd clarity anti-scratch protective 3d cover,9.99,6.0,918.0,95.5,3.0,14,177.84242424242424,2018
3649,apple iphone xs max case ring-kickstand luxury shockproof protective red cover ,14.99,6.0,918.0,95.5,3.0,14,177.84242424242424,2018
3650,apple iphone 13 pro max - 128gb a2484 gold (u.s. cellular) smartphone - financed,889.95,0.0,2414.0,98.3,2.0,17,128.0,2021
3652,apple iphone xr 64gb blue a1984 / mt2k2ll - tracfone wireless - clean esn,209.99,1.0,5965.0,98.4,2.0,13,64.0,2018
3653,apple iphone 6s plus - 16gb - silver (at&t) a1634 (cdma + gsm),99.0,1.0,2.0,100.0,0.0,8,16.0,2015
3654,"iphone xs max privacy screen protector tempered glass 9h 3d anti spy 6.5"" black",35.92,6.0,744.0,95.0,3.0,14,177.84242424242424,2018
3655,iphone 6 7 8 plus case screen protector kickstand heavy duty full body cover us,38.99,6.0,744.0,95.0,3.0,7,35.82608695652174,2014
3656,apple iphone 13 pro 128gb graphite unlocked excellent cond w/ bad face id,714.99,0.0,54737.0,99.4,3.0,17,128.0,2021
3657,iphone 8/7 plus case tpu transparent crystal clear cover anti scratch protective,29.97,6.0,1600.0,97.2,3.0,11,92.72343149807938,2017
3658,apple iphone 6 plus 16gb space gray a1522 (at&t) reduced price jw5724,64.95,1.0,136774.0,98.8,2.0,7,16.0,2014
3659,apple iphone se 2020 case heavy duty holster kickstand black premium defense new,9.99,6.0,531.0,98.4,3.0,9,65.08936170212766,2016
3660,hc hardened layer carbon fiber edge iphone 11 screen protector two pack clear,9.99,6.0,531.0,98.4,3.0,15,124.43806104129264,2019
3661,iphone 11 pro max / 11 hd transparency screen protector tempered full glass 3pc ,14.99,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
3663,apple iphone 11 64gb - all colors - (unlocked) b stock - face id fail,289.99,1.0,109314.0,98.5,2.0,15,64.0,2019
3664,apple iphone xr thin case crystal clear protective hybrid bumper cover anti-fall,13.99,6.0,918.0,95.5,3.0,13,89.74946921443737,2018
3665,ios 8.2 apple iphone 6 - 16gb - space gray (verizon) a1549 (cdma + gsm) unlocked,247.0,5.0,1563.0,96.9,3.0,7,16.0,2014
3666,apple iphone se 16gb space gray a1662 (unlocked) gsm world phone jf6220,62.95,1.0,136774.0,98.8,2.0,9,16.0,2016
3667,apple iphone 6s 64gb (space grey) for parts,52.5,0.0,122.0,100.0,0.0,8,64.0,2015
3668,iphone x 64 gb for xfinity mobile used,224.99,1.0,307.0,100.0,0.0,12,64.0,2017
3669,apple iphone 11 128gb red - unlocked at&t t-mobile verizon 7507949,349.0,1.0,80245.0,99.7,2.0,15,128.0,2019
3670,apple iphone 11 pro or 11 pro max - choose carrier or unlocked! 64gb 256gb 512gb,526.0,1.0,80245.0,99.7,2.0,15,64.0,2019
3671,apple iphone 4s 32gb -white (verizon)  cell phone (page plus) r good,44.95,2.0,266795.0,99.8,2.0,3,32.0,2011
3672,apple iphone 6 silver boost mobile locked front screen cracked sold as is,20.0,0.0,491.0,100.0,0.0,7,35.82608695652174,2014
3673,apple iphone 8 a1863 64gb gray verizon unlocked smart phones clean esn grade a,159.99,1.0,14163.0,99.4,2.0,11,64.0,2017
3674,"for iphone 7 plus case, iphone 8 plus clear shockproof protective cover case",9.99,6.0,918.0,95.5,3.0,10,78.54110612855007,2016
3675,apple iphone 7 case premium kickstand luxury shockproof cover protective black ,14.99,6.0,918.0,95.5,3.0,10,78.54110612855007,2016
3676,apple iphone 6 16gb gray | carrier unknown | grade b- | read,36.0,1.0,5679.0,99.4,2.0,7,16.0,2014
3677,apple iphone 7 32gb/128gb unlocked verizon at&t t-mobile cricket sierra wireles,79.0,1.0,5146.0,99.3,2.0,10,32.0,2016
3678,apple iphone 11 a2111 64gb purple! free fast delivery! unlocked device!,388.81,1.0,9402.0,99.8,2.0,15,64.0,2019
3679,apple iphone 7 plus 32gb - black (unlocked) a1784 (gsm) bat.=90% -good condition,199.99,1.0,2038.0,100.0,0.0,10,32.0,2016
3680,apple iphone 7 - 256gb - all colors - unlocked - good condition ,189.99,2.0,3099298.0,98.8,2.0,10,256.0,2016
3681,iphone 8 64gb gray unlocked good condition.,159.99,1.0,839.0,95.5,0.0,11,64.0,2017
3682,"apple iphone 6 - 64gb (gold) at&t phone, lock code",26.0,0.0,18601.0,99.4,0.0,7,64.0,2014
3683,apple iphone 6s - 32gb - verizon unlocked - silver - a1549 - very good condition,99.0,1.0,8484.0,99.6,2.0,8,32.0,2015
3684,iphone xr x xs max screen protector tempered glass anti scratch hd case friendly,9.99,6.0,918.0,95.5,3.0,13,89.74946921443737,2018
3685,for apple iphone 11 pro max tempered glass screen protector 9h hardness 3 pack,9.99,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
3686,"iphone 13 pro max 6.7"" case soft tpu ring kickstand fit magnetic cover purple",20.39,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
3687,apple iphone 6s 128gb space grey att ,95.0,1.0,16908.0,99.2,0.0,8,128.0,2015
3688,apple iphone 6s - 32gb - space gray (unlocked) a1633 (cdma + gsm),90.0,1.0,227.0,100.0,0.0,8,32.0,2015
3690,apple iphone 7 128gb black - t-mobile - fully functional,119.99,1.0,2292.0,99.1,0.0,10,128.0,2016
3691,apple iphone 12 256gb black verizon unlocked excellent condition,638.99,4.0,54737.0,99.4,3.0,16,256.0,2020
3692,apple iphone 8 fully unlocked 64gb a1863 (cdma+gsm) at&t t-mobile verizon,309.69,6.0,86.0,95.9,2.0,11,64.0,2017
3693,iphone 4s for parts,7.5,0.0,328.0,100.0,2.0,3,16.0,2011
3694,apple iphone 6 gold | unknown | grade f | read,40.0,1.0,5679.0,99.4,2.0,7,35.82608695652174,2014
3695,apple iphone 11 - 256gb - black (unlocked) a2111 (cdma + gsm),485.0,1.0,170.0,100.0,0.0,15,256.0,2019
3696,apple iphone 13 pro max (a2484) graphite 128gb clean imei ic locked smartphone,499.0,0.0,516.0,100.0,2.0,17,128.0,2021
3697,apple iphone xr - 128gb - yellow - fully unlocked - smartphone,243.99,1.0,7053.0,99.9,2.0,13,128.0,2018
3698,apple iphone xr 64gb black - unlocked at&t t-mobile verizon 7509739,234.0,1.0,80245.0,99.7,2.0,13,64.0,2018
3699,apple iphone 6 plus 16gb gold a1522 (unlocked) damaged see details rd0317,44.96,0.0,136774.0,98.8,2.0,7,16.0,2014
3700,apple iphone 6s fully unlocked 128gb space gray smartphone verizon mobile,240.69,6.0,86.0,95.9,2.0,8,128.0,2015
3701,apple iphone 5s (a1533) 16gb - space gray (at&t) smartphone clean imei - j1578,31.99,1.0,35681.0,98.6,2.0,6,16.0,2013
3702,apple iphone xr white 64gb (unlocked),249.99,1.0,1254.0,95.5,2.0,13,64.0,2018
3703,new in sealed box apple iphone 6s 64/128gb unlocked smartphone at&t t-mobile,199.69,6.0,86.0,95.9,2.0,8,56.774193548387096,2015
3704,apple iphone 6 - 16gb space gray (verizon),80.0,1.0,770.0,100.0,0.0,7,16.0,2014
3705,apple iphone xs 64gb black - unlocked at&t t-mobile verizon 7511536,283.0,5.0,80245.0,99.7,2.0,14,64.0,2018
3706,apple iphone 6 | gray | 16gb | verizon | grade b | read,52.0,1.0,5679.0,99.4,2.0,7,16.0,2014
3707,iphone 7 - unlocked (gsm) - 128gb - gold - good,112.0,2.0,8382.0,99.5,3.0,10,128.0,2016
3708,see descr -  apple iphone 5s - 16gb - space gray (nex-tech) a1453 (cdma + gsm),14.99,0.0,879.0,100.0,0.0,6,16.0,2013
3709,apple iphone 6 plus - 16gb - space gray (metropcs) a1524 (gsm)- bad touch screen,37.0,0.0,425.0,100.0,0.0,7,16.0,2014
3710,apple iphone 8 - 64gb - white and gold (unlocked) (very good) w box and extras,149.99,1.0,33.0,100.0,0.0,11,64.0,2017
3711,apple iphone 11 (product)red - 128gb (verizon) a2111 (cdma + gsm) unlocked ,549.99,5.0,36084.0,98.5,2.0,15,128.0,2019
3712,"iphone 13 pro max 6.7"" case bumper shockproof soft silicone cover blue",28.21,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
3713,apple iphone se 2nd gen. - 64gb - black - factory unlocked - cracked back,145.0,0.0,889.0,94.8,2.0,9,64.0,2016
3714,iphone 6 - unlocked 16gb - gold - fair,57.0,1.0,8382.0,99.5,3.0,7,16.0,2014
3715,iphone 13 pro max case dual layer rugged bumper protective cover black leopard,20.36,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
3716,see descr  - apple iphone 6 - 16gb - silver (unlocked) a1586 (cdma + gsm),19.99,0.0,879.0,100.0,0.0,7,16.0,2014
3717,apple iphone 6 plus 16gb silver a1524 (sprint t-mobile) damaged jd5800,40.57,0.0,136774.0,98.8,2.0,7,16.0,2014
3718,*pre-owned/used* at&t apple iphone 6s 128gb *fully functioning*,79.99,1.0,88.0,100.0,0.0,8,128.0,2015
3719,used - good - apple iphone 8 - 64gb -  gold (unlocked) a1863 (cdma+gsm),154.99,1.0,879.0,100.0,0.0,11,64.0,2017
3720,apple iphone 7/7 plus 32gb 128gb unlocked verizon metro-pcs (8+/10 condition) ,84.15,1.0,6199.0,99.7,2.0,10,32.0,2016
3721,iphone xr defender case heavy duty full body hd cover belt clip,9.99,6.0,918.0,95.5,3.0,13,89.74946921443737,2018
3722,apple iphone 7/7 plus 32gb 128gb unlocked verizon metro-pcs (8+/10 condition) ,84.15,1.0,6199.0,99.7,2.0,10,32.0,2016
3723,iphone xr defender case heavy duty full body hd cover belt clip,9.99,6.0,918.0,95.5,3.0,13,89.74946921443737,2018
3724,iphone x xs xs max case heavy duty shockproof cover/glass screen protector saver,9.99,6.0,918.0,95.5,3.0,12,140.52173913043478,2017
3725,iphone x xs clear case tpu protective cover bumper scratch shockproof black new,21.25,6.0,1543.0,96.9,3.0,12,140.52173913043478,2017
3726,iphone 13 pro max case dual layer rugged bumper protective cover black leopard,20.36,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
3727,for iphone 11/11 pro hybrid hard shockproof case rugged hard cover heavy duty,9.99,6.0,531.0,98.4,3.0,15,124.43806104129264,2019
3728,see descr  - apple iphone 6 - 16gb - silver (unlocked) a1586 (cdma + gsm),19.99,0.0,879.0,100.0,0.0,7,16.0,2014
3729,apple iphone 6 plus 16gb silver a1524 (sprint t-mobile) damaged jd5800,40.57,0.0,136774.0,98.8,2.0,7,16.0,2014
3730,*pre-owned/used* at&t apple iphone 6s 128gb *fully functioning*,79.99,1.0,88.0,100.0,0.0,8,128.0,2015
3731,used - good - apple iphone 8 - 64gb -  gold (unlocked) a1863 (cdma+gsm),154.99,1.0,879.0,100.0,0.0,11,64.0,2017
3732,apple iphone 5s gold | 16gb | unknown | grade d+ | read,20.0,1.0,5680.0,99.4,2.0,6,16.0,2013
3733,apple iphone 6s - 16gb - space gray (unlocked) a1688 (cdma + gsm) (ca),275.0,6.0,866.0,100.0,0.0,8,16.0,2015
3734,iphone 7 at&t 128gb gold | very good,111.0,1.0,21989.0,99.8,3.0,10,128.0,2016
3735,for iphone xr cute anti scratch slim tpu shockproof protective phone case cover,9.99,6.0,531.0,98.4,3.0,13,89.74946921443737,2018
3736,iphone 7 case heavy duty kickstand dual layer protective cover black,14.49,6.0,918.0,95.5,3.0,10,78.54110612855007,2016
3737,apple iphone 7 plus screen protector full hd glass anti-scratch protective 2pack,14.99,6.0,918.0,95.5,3.0,10,78.54110612855007,2016
3738,iphone xr x xs case heavy duty belt clip holster premium cover shockproof black,16.14,6.0,486.0,95.8,3.0,13,89.74946921443737,2018
3739,apple iphone 6 a1549 16gb verizon carrier clean imei - space gray *read* | ap919,49.99,1.0,44652.0,99.8,2.0,7,16.0,2014
3740,"iphone 13 pro max 6.7"" case ring kickstand silicone protective phone cover",26.99,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
3741,apple iphone 6 - 64gb - gold (at&t) a1549 (gsm) original box,75.0,1.0,3817.0,100.0,2.0,7,64.0,2014
3743,apple iphone 7 32gb (a1660) rose gold (unlocked) smartphone network connectivity,59.95,0.0,2414.0,98.3,2.0,10,32.0,2016
3744,apple iphone 6 a1549 (space gray) - 64gb - verizon,55.25,1.0,132906.0,99.8,2.0,7,64.0,2014
3745,apple iphone 7 plus a1784 (gsm unlocked) 256gb red (good),209.99,2.0,1938.0,99.4,2.0,10,256.0,2016
3746,apple iphone 6 16gb - space gray - fully unlocked - excellent condition,75.0,1.0,136.0,100.0,2.0,7,16.0,2014
3747,new apple iphone 8 64gb gold unlocked ios smartphone at&t t-mobile verizon,312.69,6.0,86.0,95.9,2.0,11,64.0,2017
3748,apple iphone 5s a1522 16gb silver smartphone ~ as is ~ * ,26.34,0.0,13665.0,99.8,0.0,6,16.0,2013
3750,iphone 8 7 plus clear screen protector protective tempered glass bubble free us,21.17,6.0,1543.0,96.9,3.0,11,92.72343149807938,2017
3751,"iphone xr protective case flexible soft tpu tough armor bumper hybrid cover 6.1""",53.57,6.0,1569.0,96.0,3.0,13,89.74946921443737,2018
3752,iphone 13 pro max case soft silicone bumper magnetic car protective cover,27.99,6.0,475.0,97.9,2.0,17,177.7258064516129,2021
3755,apple iphone 6 a1549 64gb gsm + cdma clean imei good*** cond. ios 10.2.1,89.99,1.0,3330.0,100.0,2.0,7,64.0,2014
3756,apple iphone xr 64gb red - unlocked at&t t-mobile verizon 7511794,280.0,5.0,80245.0,99.7,2.0,13,64.0,2018
3757,apple iphone 5s - 16gb - silver (t-mobile) a1533 (gsm),40.0,1.0,3.0,100.0,0.0,6,16.0,2013
3758,apple iphone 6s 128gb verizon smartphone - very good,99.95,3.0,332290.0,98.4,3.0,8,128.0,2015
3759,apple iphone 6 plus - 64gb - silver (at&t) a1522 (gsm),110.0,1.0,88.0,100.0,0.0,7,64.0,2014
3760,iphone 11 / xr tempered glass 2.5d edge anti scratch screen protector 3 pack,9.99,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
3761,apple iphone 7 clear hd glass transparent anti-bubbles 3d screen protector 2pc🤳,9.99,6.0,531.0,98.4,3.0,10,78.54110612855007,2016
3762,apple iphone 12 pro max - 128gb - 256gb - fully unlocked excellent condition ,948.99,5.0,22342.0,98.0,1.0,16,128.0,2020
3764,"iphone xs/x case anti-drop shockproof bumper rugged cover scratch resistant 5.8""",24.52,6.0,744.0,95.0,3.0,14,177.84242424242424,2018
3765,apple iphone xs max 512gb factory gsm unlocked t-mobile at&t very good condition,389.97,3.0,96970.0,98.5,2.0,14,512.0,2018
3766,apple iphone 6 | verizon | grade b- | read,42.4,1.0,5680.0,99.4,2.0,7,35.82608695652174,2014
3767,apple iphone 6s t-mobile 16gb - space gray a1688 mkqx2ll/a gsm - clean imei,119.99,1.0,5587.0,100.0,0.0,8,16.0,2015
3768,apple iphone 6 plus (a1522) 64gb - gray (at&t) (gsm) smartphone clean imei j1414,72.99,1.0,35681.0,98.6,2.0,7,64.0,2014
3769,apple iphone xs max 256gb silver at&t good condition,339.99,2.0,54737.0,99.4,3.0,14,256.0,2018
3770,"for apple iphone xs premium tempered glass screen protector 5.8"" face id hd 3d",19.97,6.0,1600.0,97.2,3.0,14,177.84242424242424,2018
3771,apple iphone 6 - 16gb - black a1549 (at&t) for parts,29.99,0.0,53.0,100.0,0.0,7,16.0,2014
3772,apple iphone 11 (product)red - 64gb (t-mobile) a2111 (cdma + gsm),450.0,1.0,404.0,99.7,0.0,15,64.0,2019
3773,apple iphone x 64gb 256gb at&t sprint t-mobile unlocked verizon very good,226.99,1.0,54737.0,99.4,3.0,12,64.0,2017
3774,*sealed in box*  apple iphone 6s - 16/64/128gb unlocked smartphone,155.99,6.0,647.0,97.9,3.0,8,56.774193548387096,2015
3775,financed sealed! at&t apple iphone 13 pro max 128gb gold a2484 mlef3ll/a,999.99,0.0,2840.0,100.0,2.0,17,128.0,2021
3776,apple iphone 11 pro - 64gb - gold - spectrum - a2160 - good condition ,348.49,2.0,3099299.0,98.8,2.0,15,64.0,2019
3777,apple iphone 6 plus - 16gb -space gray (t mobile)a1522 (cdma + gsm),150.0,1.0,125.0,100.0,0.0,7,16.0,2014
3778,used working gold apple iphone 8 plus 64gb a1864 verizon unlocked gsm phone,209.95,1.0,103304.0,99.3,2.0,11,64.0,2017
3779,apple iphone 5s - 32gb - space gray (at&t) a1533 (gsm),40.0,0.0,4.0,100.0,0.0,6,32.0,2013
3780,fair apple iphone 6s smartphone a1688 (mn132ll/a) gsm + cdma - 32gb / space gray,113.99,1.0,268517.0,99.8,2.0,8,32.0,2015
3781,apple a1533 iphone 5s 16gb at&t smart phone space gray,38.95,1.0,2752.0,100.0,0.0,6,16.0,2013
3782,apple iphone 6 | tfw | grade b | read,56.0,1.0,5680.0,99.4,2.0,7,35.82608695652174,2014
3783,apple iphone 6 plus 16gb space gray a1522 (unlocked) damaged see details jd5809,42.71,0.0,136774.0,98.8,2.0,7,16.0,2014
3784,iphone 13 pro max graphite xfinity 256gb very good condition,879.99,1.0,54737.0,99.4,3.0,17,256.0,2021
3785,iphone 11 case clear glitter diamond shockproof protective flexible phone cover,22.99,6.0,615.0,98.2,2.0,15,124.43806104129264,2019
3786,iphone xr case ring holder kickstand phone cover tempered glass screen protector,23.99,6.0,615.0,98.2,2.0,13,89.74946921443737,2018
3787,apple iphone 7 - 32gb - black  *unlocked* excellent condition,108.0,1.0,109.0,97.7,0.0,10,32.0,2016
3788,apple iphone 13 pro - 128gb 256gb 512gb 1tb - all colors - good condition,875.0,2.0,8382.0,99.5,3.0,17,128.0,2021
3790,apple iphone 6s a1688 64gb gsm + cdma clean imei excellent cond batt =88%,119.99,1.0,3330.0,100.0,2.0,8,64.0,2015
3791,apple iphone 13 pro max a2484 128gb at&t check imei good -rj7850,864.95,0.0,28707.0,100.0,2.0,17,128.0,2021
3792,unlocked iphone 8 64gb gray ,169.99,1.0,53331.0,100.0,0.0,11,64.0,2017
3793,apple iphone 6s 64gb unlocked verizon att t-mobile accessories rose gold mint,129.99,5.0,17921.0,99.0,2.0,8,64.0,2015
3794,apple iphone 6s plus gsm factory unlocked 32gb smartphone - excellent ,134.99,4.0,119432.0,99.3,2.0,8,32.0,2015
3795,apple iphone 6 - 64gb - silver (verizon) a1549 (cdma + gsm),49.0,0.0,13.0,100.0,0.0,7,64.0,2014
3796,iphone 11 transparent screen protector hd glass clear thin saver friendly 2pc 📱,13.99,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
3797,iphone 7+ plus case ring kickstand heavy duty cover dual layer protective hybrid,9.99,6.0,918.0,95.5,3.0,10,78.54110612855007,2016
3798,iphone xr screen protector tempered glass full coverage 3d curved clear 1 pack,14.99,6.0,918.0,95.5,3.0,13,89.74946921443737,2018
3799,iphone 11 transparent screen protector hd glass clear thin saver friendly 2pc 📱,14.99,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
3800,"iphone 13 pro max 6.7"" case ring holder flexible tpu protective cover white",23.3,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
3801,iphone 13 pro max case liquid silicone soft protective phone cover multicolor,19.99,6.0,475.0,97.9,2.0,17,177.7258064516129,2021
3802,apple iphone 6s | at&t locked | grade b+ | read,64.0,1.0,5680.0,99.4,2.0,8,56.774193548387096,2015
3803,for iphone se 2020 case heavy duty anti-scratch kickstand flexible car mount red,9.99,6.0,918.0,95.5,3.0,9,65.08936170212766,2016
3804,at&t apple iphone xr yellow 128gb clean esn smartphone a1984 ios phone #2562,309.95,1.0,28761.0,99.8,2.0,13,128.0,2018
3805,iphone xr case women soft liquid silicone slim protective shockproof phone cover,22.99,6.0,615.0,98.2,2.0,13,89.74946921443737,2018
3806,iphone 13 pro max case quicksand soft tpu/ screen protector cover gold silver,23.3,6.0,615.0,98.2,2.0,17,177.7258064516129,2021
3807,apple iphone xs max - unlocked 64gb - black with box and accessories,429.0,1.0,93.0,100.0,0.0,14,64.0,2018
3808,iphone 13 pro max case soft silicone bumper magnetic car protective cover,27.99,6.0,475.0,97.9,2.0,17,177.7258064516129,2021
3811,for apple iphone 11 pro max/xs max screen protector 3d tempered glass full cover,9.99,6.0,918.0,95.5,3.0,15,124.43806104129264,2019
3813,iphone 8 plus case anti-scratch heavy duty kickstand protective flexible cover ,14.99,6.0,918.0,95.5,3.0,11,92.72343149807938,2017
3814,iphone se 2020 case shockproof heavy duty protective anti-scratch cover black us,14.99,6.0,918.0,95.5,3.0,9,65.08936170212766,2016
3815,apple iphone 6 16gb 64gb 128gb factory unlocked gsm smartphone very good,76.99,3.0,127726.0,95.6,2.0,7,16.0,2014
3816,apple iphone xs case heavy duty holster kickstand premium slim protective black ,16.98,6.0,918.0,95.5,3.0,14,177.84242424242424,2018
3817,iphone xr case bubble 3d slim soft silicone durable shockproof protective cover,17.99,6.0,615.0,98.2,2.0,13,89.74946921443737,2018
3818,apple iphone xr 64gb gsm unlocked coral a1984 smartphone used,199.99,1.0,4256.0,100.0,2.0,13,64.0,2018
